Responsibilities,Role,UNIQUE ID,Avg_SkillScore,Cluster,ROLE,LAMA KERJA BERJALAN,GRADE,Durasi Bulan,Technical Score,Personal Evaluation Score ,Discipline Score ,Development Score,Expert Judgement,Capability Score,scoring_eval
Perform machine learning analysis,Data Scientist,00302AE1,2.5,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512
Perform machine learning analysis,Data Scientist,00306ABB,1.0,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586
Perform machine learning analysis,Data Scientist,0031857D,4.0,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258
Perform machine learning analysis,Data Scientist,0037569D,4.5,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614
Perform machine learning analysis,Data Scientist,00392144,2.5,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743
Perform machine learning analysis,Data Scientist,003A7A13,3.5,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424
Perform machine learning analysis,Data Scientist,003B384C,4.0,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496
Perform machine learning analysis,Data Scientist,003C6A0D,1.5,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902
Perform machine learning analysis,Data Scientist,003CFD5B,1.5,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996
Perform machine learning analysis,Data Scientist,003D5583,3.5,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523
Perform machine learning analysis,Data Scientist,0042FA00,2.5,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136
Perform machine learning analysis,Data Scientist,00430780,2.0,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652
Perform machine learning analysis,Data Scientist,00434E84,3.0,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457
Perform machine learning analysis,Data Scientist,00456E77,4.0,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827
Perform machine learning analysis,Data Scientist,0045D05E,3.0,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555
Perform machine learning analysis,Data Scientist,00464297,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,
Perform machine learning analysis,Data Scientist,005139FE,2.5,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476
Perform machine learning analysis,Data Scientist,0052D29A,2.5,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633
Perform machine learning analysis,Data Scientist,00563DC3,2.5,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313
Perform machine learning analysis,Data Scientist,00630639,3.5,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513
Perform machine learning analysis,Data Scientist,0073D075,4.5,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325
Perform machine learning analysis,Data Scientist,0084C542,1.5,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506
Perform machine learning analysis,Data Scientist,00897237,2.0,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155
Perform machine learning analysis,Data Scientist,0097B743,2.5,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827
Perform machine learning analysis,Data Scientist,009C501C,2.0,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212
Perform machine learning analysis,Data Scientist,017F0DF6,4.0,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675
Product performance evaluation,Data Analyst,0000ECE6,3.0,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,
Product performance evaluation,Data Analyst,0001741A,4.666666666666667,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463
Product performance evaluation,Data Analyst,00017D8B,4.666666666666667,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844
Product performance evaluation,Data Analyst,00049B4B,3.0,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707
Product performance evaluation,Data Analyst,0004E1C5,2.6666666666666665,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646
Product performance evaluation,Data Analyst,00050DC9,3.0,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974
Product performance evaluation,Data Analyst,00055602,4.0,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708
Product performance evaluation,Data Analyst,0006B570,4.666666666666667,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852
Product performance evaluation,Data Analyst,0006F238,3.0,1,DATA SCIENTIST,4 tahun 8 bulan,MIDDLE,56,97.22222222,,98.9522417154,54.9046621779,1.1,95.020460512,95.020460512
Product performance evaluation,Data Analyst,0008CEE3,4.333333333333333,3,DATA ENGINEER,8 tahun 3 bulan,SENIOR,99,88.23529412,93.0,81.2753036437,0.0,1.3,99.8654925819,99.8654925819
Product performance evaluation,Data Analyst,0008DB3D,3.6666666666666665,3,AI ENGINEER,4 tahun 5 bulan,MIDDLE,53,78.94736842,95.5,97.9135943724,2.0205144715,1.3,99.7997608046,99.7997608046
Product performance evaluation,Data Analyst,0008EF5A,3.3333333333333335,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307
Product performance evaluation,Data Analyst,00093BBA,2.3333333333333335,2,MGT,4 tahun 11 bulan,-,59,,,,,,,
Product performance evaluation,Data Analyst,000BC56E,4.0,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824
Product performance evaluation,Data Analyst,000BE0C5,5.0,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655
Product performance evaluation,Data Analyst,000BF13A,3.6666666666666665,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517
Product performance evaluation,Data Analyst,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,
Product performance evaluation,Data Analyst,000C72E4,4.333333333333333,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114
Product performance evaluation,Data Analyst,000CEE2B,3.3333333333333335,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896
Product performance evaluation,Data Analyst,000FCFC2,4.333333333333333,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287
Product performance evaluation,Data Analyst,00101A0D,3.6666666666666665,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956
Product performance evaluation,Data Analyst,00103C57,3.6666666666666665,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418
Product performance evaluation,Data Analyst,00104933,1.6666666666666667,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571
Product performance evaluation,Data Analyst,001356B3,2.6666666666666665,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868
Product performance evaluation,Data Analyst,0013A32D,1.3333333333333333,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358
Product performance evaluation,Data Analyst,0013D24E,3.6666666666666665,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578
Product performance evaluation,Data Analyst,0014B046,3.0,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006
Product performance evaluation,Data Analyst,0014CA34,3.3333333333333335,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716
Product performance evaluation,Data Analyst,0014EEF4,4.333333333333333,1,DATA ENGINEER,2 tahun 11 bulan,MIDDLE,35,85.0,93.5,80.9809654856,9.0371304039,1.2,92.960313373,92.960313373
Product performance evaluation,Data Analyst,0014F3E9,4.666666666666667,3,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,75.86206897,,98.257797271,12.7921561676,1.0,61.80993377,61.80993377
Product performance evaluation,Data Analyst,001ABDF5,4.0,1,DATA ANALYST,3 tahun 4 bulan,MIDDLE,40,82.24137931,98.5,98.9522417154,50.3029972195,1.0,86.5446547165,86.5446547165
Product performance evaluation,Data Analyst,001AE6FC,3.6666666666666665,0,DATA ANALYST,3 tahun 4 bulan,JUNIOR,40,82.24137931,84.5,98.469149928,0.4301677875,,72.1149630886,72.1149630886
Product performance evaluation,Data Analyst,001F9B47,3.6666666666666665,1,DATA ENGINEER,3 tahun 1 bulan,JUNIOR,37,58.75,87.0,96.1884481736,8.6577453183,1.2,81.1247503422,81.1247503422
Product performance evaluation,Data Analyst,002018BB,3.6666666666666665,0,DATA SCIENTIST,10 tahun 10 bulan,SENIOR,130,97.22222222,98.0,50.5555555556,43.7450704533,1.0,86.4214334385,86.4214334385
Product performance evaluation,Data Analyst,0020C6B5,4.333333333333333,3,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,75.86206897,88.5,98.3674463938,3.3392709766,1.0,72.659385698,72.659385698
Product performance evaluation,Data Analyst,002201AD,3.3333333333333335,0,DATA ANALYST,4 tahun 10 bulan,MIDDLE,58,91.37931034,95.0,99.537037037,0.4301677875,1.0,80.0052980974,80.0052980974
Product performance evaluation,Data Analyst,00270615,4.333333333333333,0,DATA ANALYST,3 tahun 9 bulan,JUNIOR,45,93.10344828,75.0,98.9814814815,29.9520058526,1.0,75.0818725109,75.0818725109
Product performance evaluation,Data Analyst,00277DF9,3.3333333333333335,0,AI ENGINEER,0 tahun 5 bulan,MIDDLE,5,,,,,,,
Product performance evaluation,Data Analyst,002D5AC9,4.0,3,DATA SCIENTIST,3 tahun 8 bulan,MIDDLE,44,78.88888889,92.0,97.4707602339,57.4757263933,1.0,83.3553945397,83.3553945397
Product performance evaluation,Data Analyst,002DF96D,4.0,3,DATA SCIENTIST,5 tahun 0 bulan,MIDDLE,60,78.88888889,91.0,46.8542261807,5.4541409456,1.1,78.7985129608,78.7985129608
Product performance evaluation,Data Analyst,002E9001,4.666666666666667,1,DATA ENGINEER,7 tahun 8 bulan,SENIOR,92,,,,,,,
Product performance evaluation,Data Analyst,002EC9F6,2.0,2,DATA SCIENTIST,4 tahun 7 bulan,MIDDLE,55,97.22222222,96.5,83.7230473171,43.7450704533,1.1,96.6970538768,96.6970538768
Product performance evaluation,Data Analyst,00302AE1,3.6666666666666665,1,DATA ENGINEER,2 tahun 5 bulan,MIDDLE,29,84.70588235,89.0,97.8411306043,0.4301677875,1.2,90.0022582512,90.0022582512
Product performance evaluation,Data Analyst,00306ABB,4.333333333333333,1,DATA ENGINEER,3 tahun 3 bulan,JUNIOR,39,94.11764706,90.0,96.5971692516,0.0,1.2,93.696777586,93.696777586
Product performance evaluation,Data Analyst,0031857D,4.333333333333333,3,DATA SCIENTIST,2 tahun 11 bulan,MIDDLE,35,90.0,,97.6042024997,10.2336902669,1.0,70.0282735258,70.0282735258
Product performance evaluation,Data Analyst,0037569D,2.6666666666666665,1,AI ENGINEER,2 tahun 8 bulan,MIDDLE,32,82.89473684,90.0,98.498389694,6.7355847106,1.3,98.749547614,98.749547614
Product performance evaluation,Data Analyst,00392144,3.6666666666666665,0,DATA SCIENTIST,4 tahun 10 bulan,MIDDLE,58,85.0,90.5,98.9522417154,10.5154493741,1.0,77.4187076743,77.4187076743
Product performance evaluation,Data Analyst,003A7A13,3.0,0,DATA SCIENTIST,2 tahun 10 bulan,JUNIOR,34,82.5,89.5,96.6027405114,1.0754194688,1.0,74.6209033424,74.6209033424
Product performance evaluation,Data Analyst,003B384C,4.666666666666667,3,DATA SCIENTIST,2 tahun 10 bulan,SENIOR,34,80.0,92.0,96.3395202983,44.3903221346,1.1,89.794363496,89.794363496
Product performance evaluation,Data Analyst,003C6A0D,3.6666666666666665,0,DATA ANALYST,1 tahun 9 bulan,JUNIOR,21,76.20689655,98.0,45.3968253968,2.3230903964,1.0,73.7283503902,73.7283503902
Product performance evaluation,Data Analyst,003CFD5B,3.0,1,DATA ENGINEER,3 tahun 8 bulan,MIDDLE,44,77.5,80.0,98.9522417154,3.0893274449,1.3,89.6443972996,89.6443972996
Product performance evaluation,Data Analyst,003D5583,3.6666666666666665,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,98.61111111,90.0,98.9522417154,31.463471719,1.0,84.2841556523,84.2841556523
Product performance evaluation,Data Analyst,0042FA00,3.0,0,DATA ANALYST,3 tahun 1 bulan,JUNIOR,37,80.68965517,90.0,98.9522417154,38.3427977748,1.0,80.1122536136,80.1122536136
Product performance evaluation,Data Analyst,00430780,2.6666666666666665,2,DATA ANALYST,2 tahun 10 bulan,MIDDLE,34,87.93103448,86.0,92.1643347143,0.4301677875,1.0,74.0835656652,74.0835656652
Product performance evaluation,Data Analyst,00434E84,3.6666666666666665,1,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,80.27777778,95.0,96.1220230528,0.0,1.0,76.485383457,76.485383457
Product performance evaluation,Data Analyst,00456E77,3.6666666666666665,1,DATA SCIENTIST,1 tahun 8 bulan,BASIC,20,75.55555556,90.0,17.7777777778,0.0,,67.4044956827,67.4044956827
Product performance evaluation,Data Analyst,0045D05E,2.6666666666666665,1,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,73.75,85.0,96.7440037291,55.491056416,1.0,78.0721708555,78.0721708555
Product performance evaluation,Data Analyst,00464297,1.6666666666666667,2,MGT,4 tahun 11 bulan,-,59,,,,,,,
Product performance evaluation,Data Analyst,005139FE,3.3333333333333335,0,DATA ANALYST,4 tahun 1 bulan,MIDDLE,49,79.13793103,85.0,98.9522417154,0.4301677875,1.0,71.4912919476,71.4912919476
Product performance evaluation,Data Analyst,0052D29A,3.6666666666666665,1,DATA ANALYST,5 tahun 1 bulan,SENIOR,61,73.10344828,86.0,97.7192982456,51.2417874977,1.0,77.8012250633,77.8012250633
Product performance evaluation,Data Analyst,00563DC3,4.333333333333333,0,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,76.20689655,96.0,3.7037037037,53.3266455725,1.0,77.6344597313,77.6344597313
Product performance evaluation,Data Analyst,00630639,3.6666666666666665,1,DATA SCIENTIST,9 tahun 2 bulan,MIDDLE,110,80.0,75.0,98.9522417154,54.8821326185,1.0,75.0274646513,75.0274646513
Product performance evaluation,Data Analyst,0073D075,4.333333333333333,3,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,91.66666667,93.0,58.0116959064,8.2492354431,1.0,77.500618325,77.500618325
Product performance evaluation,Data Analyst,0084C542,3.0,0,DATA ANALYST,4 tahun 0 bulan,MIDDLE,48,74.48275862,80.0,98.9522417154,0.0,1.0,67.6149808506,67.6149808506
Product performance evaluation,Data Analyst,00897237,3.6666666666666665,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,93.10344828,92.5,94.1423001949,2.5085548458,1.2,95.0743558155,95.0743558155
Product performance evaluation,Data Analyst,0097B743,3.0,0,MGT,3 tahun 1 bulan,-,37,90.27777778,,98.9522417154,37.0103448893,1.0,77.3225695827,77.3225695827
Product performance evaluation,Data Analyst,009C501C,4.0,0,DATA ANALYST,2 tahun 9 bulan,MIDDLE,33,71.72413793,91.5,99.537037037,45.8959093909,1.1,87.3635004212,87.3635004212
Product performance evaluation,Data Analyst,017F0DF6,3.6666666666666665,3,AI ENGINEER,3 tahun 8 bulan,JUNIOR,44,84.07894737,90.0,75.790084404,1.3470096476,1.3,96.1634426675,96.1634426675
Work on computer vision and NLP,AI Engineer,0000ECE6,1.0,2,DATA ANALYST,4 tahun 10 bulan,JUNIOR,58,,,,,,,
Work on computer vision and NLP,AI Engineer,0001741A,5.0,3,DATA SCIENTIST,4 tahun 11 bulan,JUNIOR,59,88.75,89.5,96.4930913886,12.6845989445,1.0,78.1787671463,78.1787671463
Work on computer vision and NLP,AI Engineer,00017D8B,4.0,3,DATA ENGINEER,3 tahun 9 bulan,SENIOR,45,86.02941176,94.0,88.8888888889,14.482615467,1.2,95.2346475844,95.2346475844
Work on computer vision and NLP,AI Engineer,00049B4B,2.0,0,DATA ANALYST,3 tahun 9 bulan,MIDDLE,45,76.66666667,,99.4152046784,13.616265803,1.0,62.6570672707,62.6570672707
Work on computer vision and NLP,AI Engineer,0004E1C5,3.0,1,AI ENGINEER,1 tahun 0 bulan,MIDDLE,12,98.68421053,,85.4256716671,27.4434510067,1.2,94.462392646,94.462392646
Work on computer vision and NLP,AI Engineer,00050DC9,1.5,2,DATA ANALYST,3 tahun 6 bulan,MIDDLE,42,73.27586207,90.0,93.7469277057,9.2877346217,1.1,80.5550616974,80.5550616974
Work on computer vision and NLP,AI Engineer,00055602,4.0,0,DATA SCIENTIST,0 tahun 9 bulan,JUNIOR,9,80.27777778,84.0,0.0,0.0,1.2,77.5622022708,77.5622022708
Work on computer vision and NLP,AI Engineer,0006B570,3.5,3,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,75.86206897,86.0,98.469149928,0.8603355751,1.0,71.0634376852,71.0634376852
Work on computer vision and NLP,AI Engineer,0006F238,4.0,1,DATA SCIENTIST,4 tahun 8 bulan,MIDDLE,56,97.22222222,,98.9522417154,54.9046621779,1.1,95.020460512,95.020460512
Work on computer vision and NLP,AI Engineer,0008CEE3,4.0,3,DATA ENGINEER,8 tahun 3 bulan,SENIOR,99,88.23529412,93.0,81.2753036437,0.0,1.3,99.8654925819,99.8654925819
Work on computer vision and NLP,AI Engineer,0008DB3D,5.0,3,AI ENGINEER,4 tahun 5 bulan,MIDDLE,53,78.94736842,95.5,97.9135943724,2.0205144715,1.3,99.7997608046,99.7997608046
Work on computer vision and NLP,AI Engineer,0008EF5A,3.0,0,DATA SCIENTIST,3 tahun 9 bulan,JUNIOR,45,87.5,70.0,98.9522417154,0.0,1.0,66.4806914307,66.4806914307
Work on computer vision and NLP,AI Engineer,00093BBA,1.0,2,MGT,4 tahun 11 bulan,-,59,,,,,,,
Work on computer vision and NLP,AI Engineer,000BC56E,2.0,1,DATA ANALYST,3 tahun 2 bulan,JUNIOR,38,77.67241379,89.0,95.0048732943,0.4301677875,1.0,72.7677924824,72.7677924824
Work on computer vision and NLP,AI Engineer,000BE0C5,3.0,3,DATA ANALYST,3 tahun 0 bulan,MIDDLE,36,79.13793103,90.5,96.8024832613,9.3020121433,1.0,75.3882483655,75.3882483655
Work on computer vision and NLP,AI Engineer,000BF13A,2.0,2,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,85.34482759,84.0,76.9401195515,0.4301677875,1.0,71.3283335517,71.3283335517
Work on computer vision and NLP,AI Engineer,000C7109,3.0,1,DATA SCIENTIST,6 tahun 6 bulan,MIDDLE,78,,,,,,,
Work on computer vision and NLP,AI Engineer,000C72E4,2.5,1,DATA ENGINEER,5 tahun 0 bulan,MIDDLE,60,76.47058824,91.5,89.9596364099,0.0,1.2,87.8939523114,87.8939523114
Work on computer vision and NLP,AI Engineer,000CEE2B,2.5,0,DATA ANALYST,3 tahun 11 bulan,MIDDLE,47,74.48275862,90.0,98.9522417154,10.5359979556,1.0,74.1194724896,74.1194724896
Work on computer vision and NLP,AI Engineer,000FCFC2,5.0,3,AI ENGINEER,1 tahun 10 bulan,JUNIOR,22,80.52631579,95.0,98.9522417154,34.6152175938,1.0,81.9618884287,81.9618884287
Work on computer vision and NLP,AI Engineer,00101A0D,3.5,0,DATA SCIENTIST,4 tahun 0 bulan,JUNIOR,48,82.5,94.0,39.414983165,7.0665492569,1.0,73.9040356956,73.9040356956
Work on computer vision and NLP,AI Engineer,00103C57,2.0,1,DATA ANALYST,4 tahun 11 bulan,JUNIOR,59,80.60344828,81.5,80.2615189223,5.8627640301,1.0,69.7620596418,69.7620596418
Work on computer vision and NLP,AI Engineer,00104933,1.0,2,MGT,3 tahun 11 bulan,-,47,89.65517241,,98.469149928,8.7007929068,1.0,69.5023814571,69.5023814571
Work on computer vision and NLP,AI Engineer,001356B3,2.5,1,DATA SCIENTIST,1 tahun 10 bulan,JUNIOR,22,98.61111111,,98.9522417154,37.4823489904,1.0,82.7234066868,82.7234066868
Work on computer vision and NLP,AI Engineer,0013A32D,1.0,2,MGT,5 tahun 9 bulan,-,69,79.13793103,99.0,88.8109161793,8.7722486646,1.0,78.9526210358,78.9526210358
Work on computer vision and NLP,AI Engineer,0013D24E,3.5,1,DATA SCIENTIST,4 tahun 9 bulan,JUNIOR,57,66.25,92.0,97.9135943724,0.0,1.1,78.1589269578,78.1589269578
Work on computer vision and NLP,AI Engineer,0014B046,2.0,1,DATA SCIENTIST,7 tahun 8 bulan,SENIOR,92,84.72222222,87.0,0.0,0.0,1.0,67.4019777006,67.4019777006
Work on computer vision and NLP,AI Engineer,0014CA34,3.5,0,DATA SCIENTIST,4 tahun 1 bulan,JUNIOR,49,82.5,95.0,99.537037037,30.4375931247,1.0,81.9453180716,81.9453180716
